OBJECTID,STREET_DIR,L_LADD,L_LSRC,L_HADD,L_HSRC,R_LADD,R_LSRC,R_HADD,R_HSRC,L_POSTAL,R_POSTAL,STREET_CLA,ONEWAY,ONEWAY_DIR,DATA_ADD1,DATE_EDIT,COMMENTS,WIDTH,GGM_ID,STATUS,CHECK_,SECT_NO,SECT_OLD,ROAD_NAME_ID,SEGMENT_ID,STREET_NAME,STREET_TYPE,STREET_DIR_PREFIX,STREET_TYPE_PREFIX,ALIAS_ST_D,JURISDICTION,FULL_STREET_NAME,ROUTE,L_MUNC_ID,R_MUNC_ID,L_MUNC_FULL,R_MUNC_FULL,END_DATE,ENG_CLASS,SPEED_LIMIT,HEIGHT_LIMIT,PLAN_CLASS,WEIGHT_LIMIT,PLOW_PR,ENTRY_UID,ENTRY_WHEN,GISID,DATA_ADD,TOP_ALIAS,GLOBALID,PARENTID,NUM_PASSES,WINTER_ZON,ResurfacingStage,SHAPESTLength
61,,405,K,411,K,404,K,412,K, , ,U,,,19991027,19991027, ,0, , ,0,3530, ,353,9034,FAIRGATE,WAY,,,,M,FAIRGATE WAY,FAIRGATE WAY,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:58+00,3530,1970/01/01 00:00:00+00,,{CC565159-1107-4838-9E85-42977500F25A},,2,P23,,29.4350950400645
62,,2362,K,2486,K,2361,K,2485,K, , ,U,,,19981201,20020614, ,0, , ,0,3532, ,780,9037,NICHOLS,DR,,,,M,NICHOLS DR,NICHOLS DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:08+00,3532,1970/01/01 00:00:00+00,,{2E310B26-D353-44C3-B033-D874DFFDEC07},,1,Z14,,483.126626318873
63,,1382,K,1448,K,1383,K,1449,K, , ,U,,,19990120,20010223, ,0, , ,0,3535, ,880,9038,PINECLIFF,RD,,,,M,PINECLIFF RD,PINECLIFF RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:08+00,3535,1970/01/01 00:00:00+00,,{0C4F4A94-2D2A-419E-85BB-D361C3EDD7D7},,1,Z12,,245.900674132386
64,,1450,K,1464,K,1451,K,1465,K, , ,U,,,19990120,19991119, ,0, , ,0,3536, ,880,9039,PINECLIFF,RD,,,,M,PINECLIFF RD,PINECLIFF RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:09+00,3536,1970/01/01 00:00:00+00,,{C360277D-5708-415D-849E-AAFFC7C9B0B9},,1,Z12,,69.3088297765205
65,,1267,K,1299,K,1266,K,1298,K, , ,U,,,19960409,20010308,Orion 2001 Modifications,0,6157, ,3,1312,08720,166,3056,CAMBRIDGE,DR,,,,M,CAMBRIDGE DR,CAMBRIDGE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:37+00,1312,1970/01/01 00:00:00+00,,{4865FC63-D399-48BB-9568-4630968195F0},,2,P7,,129.864043634582
66,E,1301,K,1339,K,1302,K,1338,K, , ,1,,,19960409, , ,0,8038, ,3,1313,00150,607,3038,LAKESHORE,RD,,,E,M,LAKESHORE RD E,LAKESHORE RD E,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 12:22:46+00,1313,1970/01/01 00:00:00+00,HIGHWAY 2,{E3114D58-4D88-4D28-BDC0-57C3C5143973},,2,R4,,133.783737446972
67,E,1257,K,1277,K,1258,K,1278,K, , ,1,,,19960409,20010223, ,0,8007, ,3,1314,00144,607,3088,LAKESHORE,RD,,,E,M,LAKESHORE RD E,LAKESHORE RD E,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 12:47:37+00,1314,1970/01/01 00:00:00+00,HIGHWAY 2,{2E0FE09E-3FC7-49A8-B095-3E52530E1027},,2,R4,,86.5046624940191
68,,114,K,114,K, ,K, ,K, , ,U,,,19960409,20010223, ,0,8037, ,3,1315,08690,161,3039,CAIRNCROFT,RD,,,,M,CAIRNCROFT RD,CAIRNCROFT RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,40,,,,2,RDEAN,2017/11/28 12:56:09+00,1315,1970/01/01 00:00:00+00,,{1C9C44C8-F111-46CB-A9C5-2CAD983F385E},,1,Z6,,77.1799591700906
69,,258,K,268,K, ,K, ,K, , ,U,,,19960409,19990208, ,0,6178, ,3,1316,08890,179,2890,CARDINAL,DR,,,,M,CARDINAL DR,CARDINAL DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:11+00,1316,1970/01/01 00:00:00+00,,{2F087C2A-0C56-4738-9ACE-0885FD764B61},,2,P7,,127.239962312103
70,,1138,K,1242,K,1141,K,1241,K, , ,U,,,19960409,20010223, ,0,6811, ,3,2646,11180,78,3689,BEECHGROVE,CRES,,,,M,BEECHGROVE CRES,BEECHGROVE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:11+00,2646,1970/01/01 00:00:00+00,,{D0D247D6-AA79-4C19-9C37-1FE2B4621E07},,2,P15,,422.723619621593
71,,1320,K,1366,K,1311,K,1369,K, , ,U,,,19960409,20010223, ,0,6042, ,3,2647,11210,93,3631,BIRCHCLIFF,DR,,,,M,BIRCHCLIFF DR,BIRCHCLIFF DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:10+00,2647,1970/01/01 00:00:00+00,,{0B75A86C-5469-4A3C-83AA-9FEF3738DDE5},,2,P15,,292.830900932202
72,,1144,K,1164,K,1143,K,1159,K, , ,U,,,19960409,19990217, ,0,6817, ,3,2648,11190,212,3662,CHAPELTON,PL,,,,M,CHAPELTON PL,CHAPELTON PL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:38+00,2648,1970/01/01 00:00:00+00,,{EA1657C0-3698-4011-A662-58EC88C1C646},,2,P15,,71.1661181490464
73,,1104,K,1128,K,1105,K,1129,K, , ,U,,,19960409,19990217, ,0,6818, ,3,2649,11200,1235,3654,VALLEYWOOD,CRT,,,,M,VALLEYWOOD CRT,VALLEYWOOD CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:12+00,2649,1970/01/01 00:00:00+00,,{D7A9ED00-2F0B-4D81-BE9F-F754CC8802EF},,2,P15,,88.5344015610601
74,, ,K, ,K, ,K, ,K, , ,1,,,19960409, , ,0,6795, ,3,2650,01280,795,3739,NOTTINGHILL,GATE,,,,M,NOTTINGHILL GATE,NOTTINGHILL GATE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 12:22:47+00,2650,1970/01/01 00:00:00+00,,{3E9DB4C1-F86C-46B5-8E9A-C32CBC2D8E65},,2,Z7,,140.632282892575
75,, ,K, ,K, ,K, ,K, , ,1,,,19960409, , ,0,6035, ,3,2651,01280,795,3696,NOTTINGHILL,GATE,,,,M,NOTTINGHILL GATE,NOTTINGHILL GATE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 12:22:47+00,2651,1970/01/01 00:00:00+00,,{63D9CC43-2D66-4683-B78B-1ED4384FFB56},,2,Z7,,59.7713214376671
76,,1140,K,1176,K,1139,K,1175,K, , ,U,,,19960409,19990217, ,0,6797, ,3,2652, ,375,3723,FOREST TRAIL,PL,,,,M,FOREST TRAIL PL,FOREST TRAIL PL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:12+00,2652,1970/01/01 00:00:00+00,,{B582B09A-9FA8-4B30-BEFB-5C2120D7C934},,2,P15,,164.403005730097
77,,1100,K,1130,K,1099,K,1131,K, , ,U,,,19960409,19990217, ,0,6810, ,3,2653,11170,804,3690,OAKERY WOODS,PL,,,,M,OAKERY WOODS PL,OAKERY WOODS PL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:13+00,2653,1970/01/01 00:00:00+00,,{A6EBC45F-9145-45E5-9B8E-FB7E7BB94BD3},,2,P15,,221.517789934192
78,,1076,K,1148,K,1071,K,1149,K, , ,U,,,19960409,19990217, ,0,6788, ,3,2654,11160,1098,3763,SPRINGBROOK,CRES,,,,M,SPRINGBROOK CRES,SPRINGBROOK CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:10+00,2654,1970/01/01 00:00:00+00,,{4A8E216C-2DC0-4C2A-A924-E3832C144621},,2,P15,,282.972777679401
79,,1180,K,1208,K,1167,K,1209,K, , ,U,,,19960409,19990217, ,0,6802, ,3,2655,01340,754,3714,MONKS,PASS,,,,M,MONKS PASS,MONKS PASS,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:22:48+00,2655,1970/01/01 00:00:00+00,,{7F4C5B4D-B8F9-465B-9B47-45112BD6AA7D},,1,Z7,,111.499972080844
80,,1250,K,1288,K,1251,K,1289,K, , ,U,,,19960409, , ,0,6814, ,3,2656,01342,754,3666,MONKS,PASS,,,,M,MONKS PASS,MONKS PASS,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:38+00,2656,1970/01/01 00:00:00+00,,{5B002B16-3EF5-4D14-9E81-1DA0770D1586},,1,Z7,,256.298787153652
81,,1060,K,1076,K,1059,K,1075,K, , ,U,,,19960409,20010223, ,0,6815, ,3,2657,11000,970,3665,ROCKCLIFFE,CRT,,,,M,ROCKCLIFFE CRT,ROCKCLIFFE CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:39+00,2657,1970/01/01 00:00:00+00,,{2E8210CC-CF2B-4D11-83FA-11EFE54A7B3D},,2,P15,,68.6006502753933
82,,1210,K,1248,K,1211,K,1249,K, , ,U,,,19960409, , ,0,6813, ,3,2658,01340,754,3685,MONKS,PASS,,,,M,MONKS PASS,MONKS PASS,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:39+00,2658,1970/01/01 00:00:00+00,,{53F1404F-9E1E-4C77-92A8-CA08ECF1C039},,1,Z7,,99.5120330504818
83,,1162,K,1258,K,1161,K,1259,K, , ,U,,,19960409,19990217, ,0,6799, ,3,2659,11010,815,3728,OLD CARRIAGE,WAY,,,,M,OLD CARRIAGE WAY,OLD CARRIAGE WAY,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:13+00,2659,1970/01/01 00:00:00+00,,{4727D13A-1FFE-43A9-8F6D-8AE59260A3FD},,2,P15,,360.95743567977
84,,996,K,1044,K,1001,K,1045,K, , ,U,,,19960409, , ,0,6809, ,3,2660,10970,984,3694,ROXBOROUGH,DR,,,,M,ROXBOROUGH DR,ROXBOROUGH DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:40+00,2660,1970/01/01 00:00:00+00,,{0F201582-7A1E-4ACB-9024-99506947CCE7},,2,P15,,184.954204253444
85,,1046,K,1064,K,1047,K,1059,K, , ,U,,,19960409,19990217, ,0,6034, ,3,2661,10970,984,3705,ROXBOROUGH,DR,,,,M,ROXBOROUGH DR,ROXBOROUGH DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:14+00,2661,1970/01/01 00:00:00+00,,{2EC6B524-D72F-40E5-ABCF-4F4EF311AD1C},,2,P15,,84.7581417067961
86,,1160,K,1178,K,1161,K,1179,K, , ,U,,,19960409, , ,0,6805, ,3,2662,10980,842,3706,PAINTED POST,CRT,,,,M,PAINTED POST CRT,PAINTED POST CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:40+00,2662,1970/01/01 00:00:00+00,,{AE23A9BE-0F24-4EA8-BC82-CDF9992DCC35},,2,P15,,85.1918028520777
87,,1160,K,1178,K,1161,K,1165,K, , ,U,,,19960409,19990217, ,0,6032, ,3,2663,01340,754,3735,MONKS,PASS,,,,M,MONKS PASS,MONKS PASS,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:22:48+00,2663,1970/01/01 00:00:00+00,,{526B91AD-1300-47B0-9183-0C2EFA623155},,1,Z7,,57.1788310360535
88,,1150,K,1158,K,1151,K,1159,K, , ,U,,,19960409, , ,0,6794, ,3,2664,01340,754,3746,MONKS,PASS,,,,M,MONKS PASS,MONKS PASS,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:41+00,2664,1970/01/01 00:00:00+00,,{3B2D70CE-89B9-4607-96E2-87A61B1B317D},,1,Z7,,70.7299366002605
89,,1066,K,1084,K,1067,K,1085,K, , ,U,,,19960409,19990217, ,0,6033, ,3,2665,10970,984,3734,ROXBOROUGH,DR,,,,M,ROXBOROUGH DR,ROXBOROUGH DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:11+00,2665,1970/01/01 00:00:00+00,,{FEA71140-8FF9-4B90-8B37-7A69A542C821},,2,P15,,99.1453742835357
90,,1160,K,1228,K,1155,K,1229,K, , ,U,,,19960409,19990217, ,0,6808, ,3,2666,10990,822,3695,OLD POST,DR,,,,M,OLD POST DR,OLD POST DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:11+00,2666,1970/01/01 00:00:00+00,,{57F82FDA-46D9-4A37-9536-41E553ECA41F},,2,P15,,370.082724751744
91,,1100,K,1128,K,1101,K,1129,K, , ,3,,,19960409,20010223, ,0,6768, ,3,2667,01220,877,3832,PILGRIMS,WAY,,,,M,PILGRIMS WAY,PILGRIMS WAY,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:47:41+00,2667,1970/01/01 00:00:00+00,,{DA879AA2-07C6-40F1-B698-A793D6044D62},,2,Z7,,166.400556756121
92,,1038,K,1090,K,1035,K,1091,K, , ,U,,,19960409,19990217, ,0,5779, ,3,2668,10860,700,3827,MANCHESTER,CRES,,,,M,MANCHESTER CRES,MANCHESTER CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:14+00,2668,1970/01/01 00:00:00+00,,{7A55E2D2-5866-478A-8F53-30CBD45729CD},,2,P14,,303.861892880352
93,,2430,K,2458,K,2431,K,2457,K, , ,4,,,19960409,20010223, ,0,6573, ,3,850,00280,133,8149,BRIDGE,RD,,,,M,BRIDGE RD,BRIDGE RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:22:49+00,850,1970/01/01 00:00:00+00,,{171D8026-D869-4D3F-87AD-8F16F4278FA6},,2,Z2,,147.920037712061
94,,2112,K,2132,K,2113,K,2133,K, , ,U,,,19960409,20010223, ,0,17894, ,3,855,11340,797,8271,OAK BLISS,CRES,,,,M,OAK BLISS CRES,OAK BLISS CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,3,RDEAN,2017/11/28 13:13:15+00,855,1970/01/01 00:00:00+00,,{5261B8D4-4345-4D52-9A36-5CCE15617D9C},,2,P27,,66.3948017613357
95,,2040,K,2070,K,2039,K,2071,K, , ,U,,,19960409,19970710, ,0,17887, ,3,856,11360,383,8272,FOX,HOLLOW,,,,M,FOX HOLLOW,FOX HOLLOW,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:16+00,856,1970/01/01 00:00:00+00,,{5A7C3F86-8D26-4355-A9A2-FE27A298418A},,2,P27,,138.58672607049
96,,2040,K,2070,K,2039,K,2071,K, , ,U,,,19960409,19970710, ,0,17886, ,3,857,11350,798,8273,OAK,HOLLOW,,,,M,OAK HOLLOW,OAK HOLLOW,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:42+00,857,1970/01/01 00:00:00+00,,{5A111454-6838-41F3-9B20-B60591E51890},,2,P27,,138.675624171529
97,,532,K,544,K,533,K,545,K, , ,U,,,19960409, , ,0,6106, ,3,2893,01370,663,4166,LEES,LANE,,,,M,LEES LANE,LEES LANE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:12+00,2893,1970/01/01 00:00:00+00,,{92D27770-7DE5-43D5-9E9C-7F8EE5924ADE},,1,Z3,,65.046924000184
98,,540,K,578,K,541,K,579,K, , ,U,,,19960409,20010223, ,0,7342, ,3,2894,06420,1335,4180,WINGROVE,CRES,,,,M,WINGROVE CRES,WINGROVE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,OAKVILLE\rmedaric,2017/11/28 13:13:16+00,2894,1970/01/01 00:00:00+00,,{345AF79D-7823-4CA1-B12B-5CBDC2AA424D},,2,P11,,322.993480339331
99,,568,K,588,K,569,K,589,K, , ,U,,,19960409,20010223, ,0,7353, ,3,2895,01370,663,4148,LEES,LANE,,,,M,LEES LANE,LEES LANE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:12+00,2895,1970/01/01 00:00:00+00,,{D139E3C0-696B-482A-BA66-99CAD5487C97},,1,Z3,,94.0192244222868
100,,546,K,566,K,547,K,567,K, , ,U,,,19960409,19990222, ,0,7349, ,3,2896,01370,663,4155,LEES,LANE,,,,M,LEES LANE,LEES LANE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:13+00,2896,1970/01/01 00:00:00+00,,{CC52304A-6086-40F9-9EA0-EF6CBB2C2D85},,1,Z3,,93.1121145581212
101,,550,K,588,K,549,K,589,K, , ,U,,,19960409,20010223, ,0,7360, ,3,2897,06430,1160,4120,TAPLOW,CRES,,,,M,TAPLOW CRES,TAPLOW CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:42+00,2897,1970/01/01 00:00:00+00,,{41C9DCDC-C62C-4117-BC70-67A2460B06E9},,2,P11,,189.031901422441
102,,514,K,548,K,513,K,547,K, , ,U,,,19960409,19990222, ,0,7346, ,3,2898,06430,1160,4165,TAPLOW,CRES,,,,M,TAPLOW CRES,TAPLOW CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:13+00,2898,1970/01/01 00:00:00+00,,{FAC14E00-D61B-4C4B-9BBE-B24F15C004A6},,2,P11,,227.774474574878
103,,508,K,546,K,511,K,547,K, , ,U,,,19960409,19990222, ,0,7299, ,3,2900,06360,1111,4267,STAFFORD,DR,,,,M,STAFFORD DR,STAFFORD DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:17+00,2900,1970/01/01 00:00:00+00,,{38CF6166-0547-4B1B-9966-15F88C32D80E},,2,P11,,202.783754162061
104,,502,K,508,K,501,K,509,K, , ,U,,,19960409,19990222, ,0,7296, ,3,2901,06350,1005,4272,SANDBROOK,RD,,,,M,SANDBROOK RD,SANDBROOK RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:13:17+00,2901,1970/01/01 00:00:00+00,,{8EA9A32F-4C9C-44A8-AAC3-84E76407F938},,1,Z3,,70.8162163301342
105,,1284,K,1298,K,1273,K,1299,K, , ,U,,,19960409,19990222, ,0,5892, ,3,2902,06370,1270,4244,WARWICK,AVE,,,,M,WARWICK AVE,WARWICK AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:14+00,2902,1970/01/01 00:00:00+00,,{0220492F-B8DF-4F03-86F0-632C025CC138},,1,Z3,,96.9163171388796
106,,510,K,548,K,511,K,561,K, , ,U,,,19960409,19990222, ,0,7301, ,3,2903,06350,1005,4261,SANDBROOK,RD,,,,M,SANDBROOK RD,SANDBROOK RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:43+00,2903,1970/01/01 00:00:00+00,,{3287B21D-2A2D-4C56-B14C-3567AB009D41},,1,Z3,,183.312750089966
107,,1340,K,1404,K,1341,K,1403,K, , ,4,,,19960409, , ,0,5888, ,3,2904,00322,133,4348,BRIDGE,RD,,,,M,BRIDGE RD,BRIDGE RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,2,RDEAN,2017/11/28 12:22:49+00,2904,1970/01/01 00:00:00+00,,{AF7A482E-0898-4B1D-B75D-5661F783DE80},,2,Z3,,298.816894884193
108,,1288,K,1338,K,1287,K,1339,K, , ,4,,,19960409,19990222, ,0,7278, ,3,2905,00322,133,4309,BRIDGE,RD,,,,M,BRIDGE RD,BRIDGE RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,2,RDEAN,2017/11/28 12:47:43+00,2905,1970/01/01 00:00:00+00,,{EFF5744E-9450-4649-8ECA-23D96F39B217},,2,Z3,,190.749400346075
109,,1262,K,1356,K,1263,K,1357,K, , ,U,,,19960409,19990222, ,0,5893, ,3,2906,06380,881,4262,PINEGROVE,RD,,,,M,PINEGROVE RD,PINEGROVE RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,2,RDEAN,2017/11/28 12:39:14+00,2906,1970/01/01 00:00:00+00,,{46CC6DCE-22C3-4EBF-A3CC-BBA88333A91C},,1,Z3,,338.094535131577
110,,1300,K,1356,K,1301,K,1355,K, , ,U,,,19960409,19990222, ,0,7298, ,3,2907,06370,1270,4268,WARWICK,AVE,,,,M,WARWICK AVE,WARWICK AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,2,RDEAN,2017/11/28 13:13:18+00,2907,1970/01/01 00:00:00+00,,{03216A25-3424-4371-B710-D2B02CE40D73},,1,Z3,,166.704503399155
111,,500,K,518,K,499,K,519,K, , ,U,,,19960409,20010223, ,0,5887, ,3,2908,06100,1227,4310,VALLEY,DR,,,,M,VALLEY DR,VALLEY DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:18+00,2908,1970/01/01 00:00:00+00,,{753A00A9-54FA-48E3-AB9F-99A7F39FECA3},,2,P11,,124.925318001798
112,,474,K,498,K,475,K,497,K, , ,U,,,19960409,19990222, ,0,5788, ,3,2909,06110,1227,4312,VALLEY,DR,,,,M,VALLEY DR,VALLEY DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,3,RDEAN,2017/11/28 13:13:19+00,2909,1970/01/01 00:00:00+00,,{9A655176-23E6-4E54-8544-B956D99A8A97},,2,P11,,91.2764828044407
113,,1318,K,1404,K,1325,K,1403,K, , ,U,,,19960409,19980331, ,0,7258, ,3,2910,01534,1281,8885,WAVERLY,AVE,,,,M,WAVERLY AVE,WAVERLY AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:19+00,2910,1970/01/01 00:00:00+00,,{2134581F-732D-4958-A845-951D1584B10A},,2,P11,,356.844534787169
114,,464,K,488,K,465,K,489,K, , ,U,,,19960409,20010223, ,0,7257, ,3,2911, ,1057,4357,SHERIN,DR,,,,M,SHERIN DR,SHERIN DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:44+00,2911,1970/01/01 00:00:00+00,,{E78825C2-49AD-421C-8372-994BFED327C1},,1,Z3,,95.5212542607599
115,,436,K,462,K,437,K,463,K, , ,U,,,19960409, , ,0,7250, ,3,2912, ,1057,4367,SHERIN,DR,,,,M,SHERIN DR,SHERIN DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:13:20+00,2912,1970/01/01 00:00:00+00,,{2782847D-F1C8-4282-8CD9-D66DCA69F971},,1,Z3,,96.6269135382491
116,,1324,K,1404,K,1323,K,1405,K, , ,U,,,19960409,20010223, ,0,7251, ,3,2913,06020,1051,4366,SHELDON,AVE,,,,M,SHELDON AVE,SHELDON AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:20+00,2913,1970/01/01 00:00:00+00,,{E05E1D81-8F79-42CC-8A30-CB3E170B4A8C},,2,P11,,401.323247107602
117,,1334,K,1398,K,1335,K,1399,K, , ,U,,,19960409,20010223, ,0,7246, ,3,2914,05980,1159,4373,TANSLEY,DR,,,,M,TANSLEY DR,TANSLEY DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:14+00,2914,1970/01/01 00:00:00+00,,{5B3E580A-AC20-419D-A9E1-E09020617038},,2,P11,,277.987996445812
118,,410,K,434,K,411,K,435,K, , ,U,,,19960409,19990222, ,0,7245, ,3,2915, ,1057,4374,SHERIN,DR,,,,M,SHERIN DR,SHERIN DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:13:21+00,2915,1970/01/01 00:00:00+00,,{ABCEA82B-B7CF-43A1-82E2-9D334B747019},,1,Z3,,146.924008786678
119,,1510,K,1526,K,1511,K,1525,K, , ,4,,,19960409,20010223, ,0,6405, ,3,2916,00320,133,8423,BRIDGE,RD,,,,M,BRIDGE RD,BRIDGE RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,40,,O,,2,RDEAN,2017/11/28 12:22:50+00,2916,1970/01/01 00:00:00+00,,{79FE9973-ACF7-4599-A923-12D22EE4DE79},,2,Z3,,97.0270190416687
